value,name
1,Spherical trigonometry
1,Splines (mathematics)
1,Sportspeople from Copenhagen
1,Spreadsheet software for OS X
1,SQLite
1,Stable sorts
1,Stack-oriented programming languages
1,Standards and measurement stubs
1,Stanford University Department of Computer Science faculty
1,Stationery
1,Statistical approximations
1,Statistical deviation and dispersion
1,Statistical mechanics
1,Statistical methods
1,Statistical natural language processing
1,Statistical theory
1,Stereoscopy
1,Stochastic simulation
1,Stockton – Los Angeles Road
1,Stream ciphers
1,Streaming software
1,Structured storage
1,Student culture
1,Subject–object–verb languages
1,Sudoku
1,Sun Microsystems people
1,Superfund sites in California
1,Supply chain software companies
1,Support vector machines
1,Surveying
1,Swedish inventions
1,Swedish-speaking Finns
1,Sybase
1,Symbols
1,Symmetric-key algorithms
1,Synchronous programming languages
1,Syntactic entities
1,Syntax
1,Synthesizers
1,System calls
1,Systems analysis
1,Systems science
1,Systems sciences awards
1,Tablet computers
1,Task forces
1,Tau Beta Pi
1,Technical intelligence
1,Technical specifications
1,Technological change
1,Technology companies established in 1968
1,Technology companies established in 1975
1,Technology companies established in 1981
1,Technology companies established in 1993
1,Technology companies established in 2004
1,Technology consortia
1,Technology-related lists
1,Tektronix people
1,Telecommunications stubs
1,Telecommunication theory
1,Teleconferencing
1,Telehealth
1,Telenor
1,Telephone exchange equipment
1,Telephony signals
1,Teletraffic
1,Television technology
1,Television time shifting technology
1,Temples of Apollo
1,Termcap
1,Terminal emulator software that uses GTK+
1,Text adventure game engines
1,Text editors that use GTK+
1,Text messaging
1,Text user interface
1,Theory of computation
1,Theory of probability distributions
1,Theta Chi
1,Thin clients
1,Third-party Linux kernel modules
1,Time
1,Time scales
1,Time Warner subsidiaries
1,TiVo Inc.
1,Tor (anonymity network)
1,Tor hidden services
1,Touchscreens
1,Transactional memory
1,Transcendental numbers
1,Transforms
1,Transport Layer Security
1,Travel websites
1,Triangles of numbers
1,Triangulation (geometry)
1,Trigonometry
1,Trojan horses
1,Turing machine
1,Turkic languages
1,Two dimensional user interface
1,Type foundries
1,Types of databases
1,Types of functions
1,Types of malware
1,Types of RAM
1,Types of words
1,Typographical symbols
1,Tz database
1,Ubiquitous computing
1,Ubuntu (operating system)
1,Unauthorized video games
1,UNESCO Niels Bohr Medal recipients
1,Unicode algorithms
1,Unicode special code points
1,Unicode Transformation Formats
1,Unified Extensible Firmware Interface
1,Unified Modeling Language diagrams
1,Unitarian Universalists
1,United SportsCar Championship drivers
1,United States Department of Commerce agencies
1,United States federal computing legislation
1,United States federal copyright legislation
1,United States federal criminal legislation
1,University of Calgary alumni
1,University of Cambridge Computer Laboratory
1,University of Chicago alumni
1,University of Florida alumni
1,University of Helsinki alumni
1,University of Illinois at Urbana–Champaign alumni
1,University of Maryland, College Park faculty
1,University of Oregon alumni
1,University of Pennsylvania alumni
1,University of Tsukuba alumni
1,Unix history
1,Unix people
1,Unix security-related software
1,Unix standards
1,Unix variants
1,Unsolved problems in mathematics
1,Use American English from August 2015
1,Use American English from June 2015
1,Use American English from March 2015
1,Use American English from May 2016
1,Use American English from November 2015
1,Use British English from April 2016
1,Use British English from June 2012
1,Use British English from October 2012
1,Use British (Oxford) English from December 2011
1,Usenet
1,User interface markup languages
1,Utilities for OS X
1,Utilities for Windows
1,Vague or ambiguous geographic scope from February 2016
1,Vague or ambiguous time from April 2011
1,Vague or ambiguous time from April 2016
1,Vague or ambiguous time from August 2010
1,Vague or ambiguous time from December 2010
1,Vague or ambiguous time from December 2012
1,Vague or ambiguous time from February 2014
1,Vague or ambiguous time from January 2011
1,Vague or ambiguous time from January 2013
1,Vague or ambiguous time from January 2014
1,Vague or ambiguous time from June 2009
1,Vague or ambiguous time from June 2011
1,Vague or ambiguous time from June 2013
1,Vague or ambiguous time from March 2012
1,Vague or ambiguous time from March 2013
1,Vague or ambiguous time from October 2013
1,Vague or ambiguous time from October 2014
1,Vague or ambiguous time from October 2015
1,Vague or ambiguous time from September 2014
1,Vector graphics editors
1,Version control GUI tools
1,Video compression
1,Video formats
1,Video game clones
1,Video game companies of the United States
1,Video game console remakes
1,Video game controversies
1,Video game culture
1,Video game engines
1,Video game gameplay
1,Video hosting
1,Video on demand services
1,Video storage
1,Video surveillance
1,Virtual economies
1,Virtualization-related software for Linux
1,Virtual Network Computing
1,Virtual reality communities
1,Virus hoaxes
1,Visitor attractions in Central Greece
1,Visual arts theory
1,Visual effects
1,Visual programming languages
1,Voice over IP
1,VoIP software
1,Vowel-harmony languages
1,Vowel letters
1,Warez
1,Weakly NP-complete problems
1,Wearable computers
1,Wearable devices
1,Web browsers for Android
1,Web browsers that use GTK+
1,Webcams
1,Web log analysis software
1,Web server management software
1,Web service development tools
1,Web service providers
1,Websites
1,Web syndication formats
1,Wii
1,Wii hardware
1,Wiki farms
1,Wikimedia projects
1,Windowing systems
1,Window managers
1,Window managers that use GTK+
1,Windows 2000
1,Windows 7
1,Windows CE
1,Windows code pages
1,Windows database-related software
1,Windows email clients
1,Windows games
1,Windows instant messaging clients
1,Windows media players
1,Windows Mobile Classic devices
1,Windows Mobile Professional devices
1,Windows-only freeware
1,Windows security software
1,Windows Server 2008
1,Windows services
1,Windows XP
1,Winners of The Economist innovation awards
1,Wireless email
1,Wireless sensor network
1,WordPress
1,Word processors
1,Words coined in the 1950s
1,Words coined in the 2000s
1,World
1,World Heritage Sites in Greece
1,Writers from Boston, Massachusetts
1,Writers from California
1,Writers from Helsinki
1,Writing direction
1,WxWidgets
1,X86 emulators
1,X86 Macintosh computers
1,X86 operating modes
1,X-based libraries
1,XBase programming language family
1,Xbox 360
1,Xfce
1,XML databases
1,XMPP clients
1,XQuery processors
1,XSLT processors
1,XTalk
1,X window managers extensible by scripting
1,X Window programs
1,Yahoo! employees
1,YouTube
1,Zune
